productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extAspect,extCardType,extTraits,extCost,extPower,extHP,extArenaType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
556686,Bazine Netal - Spy for the First Order (Hyperspace),Bazine Netal Spy for the First Order Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556686_200w.jpg,79,23488,https://cpt.tcgcsv.com/LHs6,2024-07-17T18:54:09.773,1,Rare,453,"<strong>When Played:</strong> Look at an opponent’s hand. You may discard 1 of those cards. If you do, that player draws a card.
<strong>Smuggle</strong> <strong>[4 [Cunning] [Villainy]]</strong>",Cunning;Villainy,Unit,Underworld,2,1,3,Ground,12.99,15.5,27.01,15.06,,Foil
556687,Doctor Evazan - Wanted on Twelve Systems (Hyperspace),Doctor Evazan Wanted on Twelve Systems Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556687_200w.jpg,79,23488,https://cpt.tcgcsv.com/MHs6,2024-07-12T04:03:16.813,1,Rare,454,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to him.)</em>
<strong>Bounty</strong> — Ready up to 12 resources. <em>(When this unit is defeated or captured, your opponent collects his bounty.)</em>",Cunning;Villainy,Unit,Underworld,2,3,3,Ground,9.2,10.43,20.16,9.2,,Foil
556687,Doctor Evazan - Wanted on Twelve Systems (Hyperspace),Doctor Evazan Wanted on Twelve Systems Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556687_200w.jpg,79,23488,https://cpt.tcgcsv.com/MHs6,2024-07-12T04:03:16.813,1,Rare,454,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to him.)</em>
<strong>Bounty</strong> — Ready up to 12 resources. <em>(When this unit is defeated or captured, your opponent collects his bounty.)</em>",Cunning;Villainy,Unit,Underworld,2,3,3,Ground,3.96,4.5,9.39,4.24,,Normal
556688,Hunter of the Haxion Brood (Hyperspace),Hunter of the Haxion Brood Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556688_200w.jpg,79,23488,https://cpt.tcgcsv.com/NHs6,2024-07-12T04:03:16.813,1,Common,455,"While an enemy unit has a <strong>Bounty</strong>, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning;Villainy,Unit,Underworld;Bounty Hunter,3,4,3,Ground,0.29,0.68,4.0,0.51,,Normal
556688,Hunter of the Haxion Brood (Hyperspace),Hunter of the Haxion Brood Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556688_200w.jpg,79,23488,https://cpt.tcgcsv.com/NHs6,2024-07-12T04:03:16.813,1,Common,455,"While an enemy unit has a <strong>Bounty</strong>, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning;Villainy,Unit,Underworld;Bounty Hunter,3,4,3,Ground,0.25,1.0,11.5,0.76,,Foil
556689,Lurking TIE Phantom (Hyperspace),Lurking TIE Phantom Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556689_200w.jpg,79,23488,https://cpt.tcgcsv.com/PHs6,2024-07-12T04:03:16.813,1,Uncommon,456,"<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
This unit can’t be captured, damaged, or defeated by enemy card abilities.",Cunning;Villainy,Unit,Imperial;Vehicle;Fighter,3,2,2,Space,15.99,17.25,20.98,15.34,,Foil
556689,Lurking TIE Phantom (Hyperspace),Lurking TIE Phantom Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556689_200w.jpg,79,23488,https://cpt.tcgcsv.com/PHs6,2024-07-12T04:03:16.813,1,Uncommon,456,"<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
This unit can’t be captured, damaged, or defeated by enemy card abilities.",Cunning;Villainy,Unit,Imperial;Vehicle;Fighter,3,2,2,Space,5.15,7.7,29.99,7.66,,Normal
556690,4-LOM - Bounty Hunter for Hire (Hyperspace),4 LOM Bounty Hunter for Hire Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556690_200w.jpg,79,23488,https://cpt.tcgcsv.com/QHs6,2024-07-12T04:03:16.813,1,Uncommon,457,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>
Each friendly unit named Zuckuss gets +1/+1 and gains <strong>Ambush</strong>.",Cunning;Villainy,Unit,Underworld;Droid;Bounty Hunter,4,4,4,Ground,3.0,3.77,6.5,3.91,,Normal
556690,4-LOM - Bounty Hunter for Hire (Hyperspace),4 LOM Bounty Hunter for Hire Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556690_200w.jpg,79,23488,https://cpt.tcgcsv.com/QHs6,2024-07-12T04:03:16.813,1,Uncommon,457,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>
Each friendly unit named Zuckuss gets +1/+1 and gains <strong>Ambush</strong>.",Cunning;Villainy,Unit,Underworld;Droid;Bounty Hunter,4,4,4,Ground,9.12,10.0,14.0,9.31,,Foil
556691,Slaver's Freighter (Hyperspace),Slavers Freighter Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556691_200w.jpg,79,23488,https://cpt.tcgcsv.com/RHs6,2024-07-12T04:03:16.813,1,Common,458,<strong>When Played:</strong> You may ready another unit with power equal to or less than the number of upgrades on enemy units.,Cunning;Villainy,Unit,Underworld;Vehicle;Transport,5,4,5,Space,0.5,0.87,11.5,0.83,,Foil
556691,Slaver's Freighter (Hyperspace),Slavers Freighter Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556691_200w.jpg,79,23488,https://cpt.tcgcsv.com/RHs6,2024-07-12T04:03:16.813,1,Common,458,<strong>When Played:</strong> You may ready another unit with power equal to or less than the number of upgrades on enemy units.,Cunning;Villainy,Unit,Underworld;Vehicle;Transport,5,4,5,Space,0.1,0.3,11.5,0.24,,Normal
556692,Zuckuss - Bounty Hunter for Hire (Hyperspace),Zuckuss Bounty Hunter for Hire Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556692_200w.jpg,79,23488,https://cpt.tcgcsv.com/SHs6,2024-07-12T04:03:16.813,1,Uncommon,459,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.)</em>
Each friendly unit named 4-LOM gets +1/+1 and gains <strong>Saboteur</strong>.",Cunning;Villainy,Unit,Underworld;Bounty Hunter,5,6,6,Ground,7.48,9.0,13.05,8.48,,Foil
556692,Zuckuss - Bounty Hunter for Hire (Hyperspace),Zuckuss Bounty Hunter for Hire Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556692_200w.jpg,79,23488,https://cpt.tcgcsv.com/SHs6,2024-07-12T04:03:16.813,1,Uncommon,459,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.)</em>
Each friendly unit named 4-LOM gets +1/+1 and gains <strong>Saboteur</strong>.",Cunning;Villainy,Unit,Underworld;Bounty Hunter,5,6,6,Ground,1.97,2.1,5.98,2.1,,Normal
556693,Xanadu Blood - Cad Bane's Reward (Hyperspace),Xanadu Blood Cad Banes Reward Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556693_200w.jpg,79,23488,https://cpt.tcgcsv.com/THs6,2024-07-12T04:03:16.813,1,Rare,460,"<strong>Raid 2</strong>
<strong>When Played/On Attack:</strong> You may return another friendly non-leader <strong>Underworld</strong> unit to its owner’s hand. If you do, exhaust an enemy unit or resource.",Cunning;Villainy,Unit,Underworld;Vehicle;Fighter,6,4,6,Space,12.71,16.98,39.99,17.24,,Foil
556693,Xanadu Blood - Cad Bane's Reward (Hyperspace),Xanadu Blood Cad Banes Reward Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556693_200w.jpg,79,23488,https://cpt.tcgcsv.com/THs6,2024-07-12T04:03:16.813,1,Rare,460,"<strong>Raid 2</strong>
<strong>When Played/On Attack:</strong> You may return another friendly non-leader <strong>Underworld</strong> unit to its owner’s hand. If you do, exhaust an enemy unit or resource.",Cunning;Villainy,Unit,Underworld;Vehicle;Fighter,6,4,6,Space,4.78,6.99,14.31,6.29,,Normal
556694,Dryden Vos - Offering No Escape (Hyperspace),Dryden Vos Offering No Escape Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556694_200w.jpg,79,23488,https://cpt.tcgcsv.com/VHs6,2024-07-12T04:03:16.813,1,Legendary,461,"<strong>Shielded</strong>
<strong>When Played:</strong> Choose a captured card guarded by a unit you control. You may play it for free.",Cunning;Villainy,Unit,Underworld,7,5,7,Ground,14.5,28.2,90.0,28.35,,Foil
556694,Dryden Vos - Offering No Escape (Hyperspace),Dryden Vos Offering No Escape Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556694_200w.jpg,79,23488,https://cpt.tcgcsv.com/VHs6,2024-07-12T04:03:16.813,1,Legendary,461,"<strong>Shielded</strong>
<strong>When Played:</strong> Choose a captured card guarded by a unit you control. You may play it for free.",Cunning;Villainy,Unit,Underworld,7,5,7,Ground,10.0,14.23,37.0,11.89,,Normal
556695,Frozen in Carbonite (Hyperspace),Frozen in Carbonite Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556695_200w.jpg,79,23488,https://cpt.tcgcsv.com/WHs6,2024-07-12T04:03:16.813,1,Uncommon,462,"Attach to a non-leader unit.
Attached unit can’t ready.
<strong>When Played:</strong> Exhaust attached unit.",Cunning;Villainy,Upgrade,Condition,3,,,,0.69,1.33,1.99,0.99,,Normal
556695,Frozen in Carbonite (Hyperspace),Frozen in Carbonite Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556695_200w.jpg,79,23488,https://cpt.tcgcsv.com/WHs6,2024-07-12T04:03:16.813,1,Uncommon,462,"Attach to a non-leader unit.
Attached unit can’t ready.
<strong>When Played:</strong> Exhaust attached unit.",Cunning;Villainy,Upgrade,Condition,3,,,,3.99,5.58,8.99,5.68,,Foil
556696,Triple Dark Raid (Hyperspace),Triple Dark Raid Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556696_200w.jpg,79,23488,https://cpt.tcgcsv.com/XHs6,2024-07-12T04:03:16.813,1,Rare,463,Search the top 7 cards of your deck for a <strong>Vehicle</strong> and play it. It costs 5 less and enters play ready. Return it to its owner’s hand at the end of the phase.,Cunning;Villainy,Event,Tactic,3,,,,6.75,10.07,20.75,9.26,,Normal
556696,Triple Dark Raid (Hyperspace),Triple Dark Raid Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556696_200w.jpg,79,23488,https://cpt.tcgcsv.com/XHs6,2024-07-12T04:03:16.813,1,Rare,463,Search the top 7 cards of your deck for a <strong>Vehicle</strong> and play it. It costs 5 less and enters play ready. Return it to its owner’s hand at the end of the phase.,Cunning;Villainy,Event,Tactic,3,,,,16.77,17.25,19.49,16.87,,Foil
556697,Cartel Turncoat (Hyperspace),Cartel Turncoat Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556697_200w.jpg,79,23488,https://cpt.tcgcsv.com/ZHs6,2024-07-12T04:03:16.813,1,Common,464,"<strong>Bounty</strong> — Draw a card. <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Cunning;Heroism,Unit,Underworld;Vehicle;Fighter,1,2,3,Space,0.03,0.25,11.5,0.17,,Normal
556697,Cartel Turncoat (Hyperspace),Cartel Turncoat Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556697_200w.jpg,79,23488,https://cpt.tcgcsv.com/ZHs6,2024-07-12T04:03:16.813,1,Common,464,"<strong>Bounty</strong> — Draw a card. <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Cunning;Heroism,Unit,Underworld;Vehicle;Fighter,1,2,3,Space,0.65,1.49,7.0,1.49,,Foil
556698,L3-37 - Droid Revolutionary (Hyperspace),L3 37 Droid Revolutionary Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556698_200w.jpg,79,23488,https://cpt.tcgcsv.com/-Hs6,2024-07-12T04:03:16.813,1,Uncommon,465,"<strong>When Played:</strong> You may rescue a captured card. If you don’t, give a Shield token to this unit.
<strong>Smuggle</strong> <strong>[</strong>4 [Cunning] [Heroism]<strong>]</strong> <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld;Droid,2,2,2,Ground,0.39,1.0,21.18,0.7,,Normal
556698,L3-37 - Droid Revolutionary (Hyperspace),L3 37 Droid Revolutionary Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556698_200w.jpg,79,23488,https://cpt.tcgcsv.com/-Hs6,2024-07-12T04:03:16.813,1,Uncommon,465,"<strong>When Played:</strong> You may rescue a captured card. If you don’t, give a Shield token to this unit.
<strong>Smuggle</strong> <strong>[</strong>4 [Cunning] [Heroism]<strong>]</strong> <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld;Droid,2,2,2,Ground,3.95,7.59,14.99,7.02,,Foil
556699,Omega - Part of the Squad (Hyperspace),Omega Part of the Squad Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556699_200w.jpg,79,23488,https://cpt.tcgcsv.com/_Hs6,2024-07-12T04:03:16.813,1,Rare,466,"Ignore the aspect penalty on the first <strong>Clone</strong> unit you play each round.
<strong>When Played:</strong> Search the top 5 cards of your deck for a <strong>Clone</strong> card, reveal it, and draw it.",Cunning;Heroism,Unit,Fringe;Clone,2,2,2,Ground,2.89,4.1,30.0,3.83,,Normal
556699,Omega - Part of the Squad (Hyperspace),Omega Part of the Squad Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556699_200w.jpg,79,23488,https://cpt.tcgcsv.com/_Hs6,2024-07-12T04:03:16.813,1,Rare,466,"Ignore the aspect penalty on the first <strong>Clone</strong> unit you play each round.
<strong>When Played:</strong> Search the top 5 cards of your deck for a <strong>Clone</strong> card, reveal it, and draw it.",Cunning;Heroism,Unit,Fringe;Clone,2,2,2,Ground,7.59,11.0,32.0,12.36,,Foil
556700,Coruscant Dissident (Hyperspace),Coruscant Dissident Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556700_200w.jpg,79,23488,https://cpt.tcgcsv.com/0Js6,2024-07-12T04:03:16.813,1,Uncommon,467,<strong>On Attack:</strong> You may ready a resource.,Cunning;Heroism,Unit,Underworld;Twi'lek,3,3,4,Ground,0.22,0.92,4.0,0.69,,Normal
556700,Coruscant Dissident (Hyperspace),Coruscant Dissident Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556700_200w.jpg,79,23488,https://cpt.tcgcsv.com/0Js6,2024-07-12T04:03:16.813,1,Uncommon,467,<strong>On Attack:</strong> You may ready a resource.,Cunning;Heroism,Unit,Underworld;Twi'lek,3,3,4,Ground,1.89,2.22,3.0,2.28,,Foil
556701,Liberated Slaves (Hyperspace),Liberated Slaves Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556701_200w.jpg,79,23488,https://cpt.tcgcsv.com/2Js6,2024-07-12T04:03:16.813,1,Common,468,,Cunning;Heroism,Unit,Fringe;Droid;Wookie,3,3,5,Ground,0.19,0.43,11.5,0.42,,Foil
556701,Liberated Slaves (Hyperspace),Liberated Slaves Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556701_200w.jpg,79,23488,https://cpt.tcgcsv.com/2Js6,2024-07-12T04:03:16.813,1,Common,468,,Cunning;Heroism,Unit,Fringe;Droid;Wookie,3,3,5,Ground,0.1,0.25,11.5,0.21,,Normal
556702,Principled Outlaw (Hyperspace),Principled Outlaw Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556702_200w.jpg,79,23488,https://cpt.tcgcsv.com/3Js6,2024-07-12T04:03:16.813,1,Common,469,"<strong>On Attack:</strong> You may exhaust a unit.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong> <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld,4,4,4,Ground,0.03,0.25,11.5,0.2,,Normal
556702,Principled Outlaw (Hyperspace),Principled Outlaw Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556702_200w.jpg,79,23488,https://cpt.tcgcsv.com/3Js6,2024-07-12T04:03:16.813,1,Common,469,"<strong>On Attack:</strong> You may exhaust a unit.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong> <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld,4,4,4,Ground,0.25,1.24,12.0,1.23,,Foil
556703,Qi'ra - Playing Her Part (Hyperspace),Qira Playing Her Part Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556703_200w.jpg,79,23488,https://cpt.tcgcsv.com/5Js6,2024-07-12T04:03:16.813,1,Rare,470,"<strong>When Played:</strong> Look at an opponent’s hand, then name a card. While this unit is in play, each card with that name costs 3 more for your opponents to play.",Cunning;Heroism,Unit,Underworld,4,3,6,Ground,20.32,24.75,35.28,17.44,,Foil
556703,Qi'ra - Playing Her Part (Hyperspace),Qira Playing Her Part Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556703_200w.jpg,79,23488,https://cpt.tcgcsv.com/5Js6,2024-07-12T04:03:16.813,1,Rare,470,"<strong>When Played:</strong> Look at an opponent’s hand, then name a card. While this unit is in play, each card with that name costs 3 more for your opponents to play.",Cunning;Heroism,Unit,Underworld,4,3,6,Ground,5.45,7.99,19.99,6.57,,Normal
556704,Zorii Bliss - Valiant Smuggler (Hyperspace),Zorii Bliss Valiant Smuggler Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556704_200w.jpg,79,23488,https://cpt.tcgcsv.com/6Js6,2024-07-12T04:03:16.813,1,Rare,471,"<strong>On Attack:</strong> Draw a card. At the start of the regroup phase, discard a card from your hand.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong>",Cunning;Heroism,Unit,Underworld,5,5,7,Ground,1.5,2.54,13.19,2.47,,Normal
556704,Zorii Bliss - Valiant Smuggler (Hyperspace),Zorii Bliss Valiant Smuggler Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556704_200w.jpg,79,23488,https://cpt.tcgcsv.com/6Js6,2024-07-12T04:03:16.813,1,Rare,471,"<strong>On Attack:</strong> Draw a card. At the start of the regroup phase, discard a card from your hand.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong>",Cunning;Heroism,Unit,Underworld,5,5,7,Ground,3.6,5.93,18.0,4.46,,Foil
556705,Millennium Falcon - Lando's Pride (Hyperspace),Millennium Falcon Landos Pride Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556705_200w.jpg,79,23488,https://cpt.tcgcsv.com/7Js6,2024-07-12T04:03:16.813,1,Uncommon,472,"If you play this unit from your hand, it gains <strong>Ambush</strong>.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong> <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld;Vehicle;Transport,6,5,5,Space,2.49,3.56,4.99,3.48,,Foil
556705,Millennium Falcon - Lando's Pride (Hyperspace),Millennium Falcon Landos Pride Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556705_200w.jpg,79,23488,https://cpt.tcgcsv.com/7Js6,2024-07-12T04:03:16.813,1,Uncommon,472,"If you play this unit from your hand, it gains <strong>Ambush</strong>.
<strong>Smuggle</strong> <strong>[6 [Cunning] [Heroism]]</strong> <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Underworld;Vehicle;Transport,6,5,5,Space,0.25,0.99,10.0,0.71,,Normal
556706,Let the Wookiee Win (Hyperspace),Let the Wookiee Win Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556706_200w.jpg,79,23488,https://cpt.tcgcsv.com/8Js6,2024-07-12T04:03:16.813,1,Rare,473,"An opponent chooses one:
<br>• You ready up to 5 resources.
<br>• You ready a friendly unit. If it's a <strong>Wookiee</strong> unit, attack with it. It gets +2/+0 for this attack.",Cunning;Heroism,Event,Trick,2,,,,1.7,2.28,19.98,2.07,,Normal
556706,Let the Wookiee Win (Hyperspace),Let the Wookiee Win Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556706_200w.jpg,79,23488,https://cpt.tcgcsv.com/8Js6,2024-07-12T04:03:16.813,1,Rare,473,"An opponent chooses one:
<br>• You ready up to 5 resources.
<br>• You ready a friendly unit. If it's a <strong>Wookiee</strong> unit, attack with it. It gets +2/+0 for this attack.",Cunning;Heroism,Event,Trick,2,,,,3.9,4.98,10.0,5.36,,Foil
556707,Spare the Target (Hyperspace),Spare the Target Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556707_200w.jpg,79,23488,https://cpt.tcgcsv.com/9Js6,2024-07-12T04:03:16.813,1,Uncommon,474,Return an enemy non-leader unit to its owner’s hand. Collect that unit's <strong>Bounties</strong>.,Cunning;Heroism,Event,Tactic,3,,,,1.99,2.82,98.95,2.73,,Foil
556707,Spare the Target (Hyperspace),Spare the Target Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556707_200w.jpg,79,23488,https://cpt.tcgcsv.com/9Js6,2024-07-12T04:03:16.813,1,Uncommon,474,Return an enemy non-leader unit to its owner’s hand. Collect that unit's <strong>Bounties</strong>.,Cunning;Heroism,Event,Tactic,3,,,,0.39,0.78,2.0,0.65,,Normal
556708,A New Adventure (Hyperspace),A New Adventure Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556708_200w.jpg,79,23488,https://cpt.tcgcsv.com/bJs6,2024-07-12T04:03:16.813,1,Uncommon,475,"Return a non-leader unit that costs 6 or less to its owner’s hand. Then, its owner may play it for free.",Cunning,Event,Gambit,2,,,,7.94,10.0,19.99,8.01,,Foil
556708,A New Adventure (Hyperspace),A New Adventure Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556708_200w.jpg,79,23488,https://cpt.tcgcsv.com/bJs6,2024-07-12T04:03:16.813,1,Uncommon,475,"Return a non-leader unit that costs 6 or less to its owner’s hand. Then, its owner may play it for free.",Cunning,Event,Gambit,2,,,,1.5,2.63,6.15,2.58,,Normal
556709,Final Showdown (Hyperspace),Final Showdown Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556709_200w.jpg,79,23488,https://cpt.tcgcsv.com/cJs6,2024-07-12T04:03:16.813,1,Legendary,476,"Ready each unit you control. At the start of the regroup phase, you lose the game.",Cunning,Event,Gambit,6,,,,18.97,22.0,29.0,20.19,,Foil
556709,Final Showdown (Hyperspace),Final Showdown Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556709_200w.jpg,79,23488,https://cpt.tcgcsv.com/cJs6,2024-07-12T04:03:16.813,1,Legendary,476,"Ready each unit you control. At the start of the regroup phase, you lose the game.",Cunning,Event,Gambit,6,,,,7.6,10.77,39.99,10.07,,Normal
556710,Criminal Muscle (Hyperspace),Criminal Muscle Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556710_200w.jpg,79,23488,https://cpt.tcgcsv.com/dJs6,2024-07-12T04:03:16.813,1,Common,477,<strong>When Played:</strong> You may return a non-unique upgrade to its owner's hand.,Cunning,Unit,Underworld,1,2,1,Ground,0.52,1.07,4.01,1.07,,Foil
556710,Criminal Muscle (Hyperspace),Criminal Muscle Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556710_200w.jpg,79,23488,https://cpt.tcgcsv.com/dJs6,2024-07-12T04:03:16.813,1,Common,477,<strong>When Played:</strong> You may return a non-unique upgrade to its owner's hand.,Cunning,Unit,Underworld,1,2,1,Ground,0.09,0.35,1.32,0.26,,Normal
556711,Cloud-Rider (Hyperspace),Cloud Rider Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556711_200w.jpg,79,23488,https://cpt.tcgcsv.com/fJs6,2024-07-12T04:03:16.813,1,Common,478,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>",Cunning,Unit,Underworld,2,3,1,Ground,1.0,2.01,5.51,2.07,,Foil
556711,Cloud-Rider (Hyperspace),Cloud Rider Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556711_200w.jpg,79,23488,https://cpt.tcgcsv.com/fJs6,2024-07-12T04:03:16.813,1,Common,478,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>",Cunning,Unit,Underworld,2,3,1,Ground,0.49,1.0,4.25,0.9,,Normal
556712,Fugitive Wookiee (Hyperspace),Fugitive Wookiee Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556712_200w.jpg,79,23488,https://cpt.tcgcsv.com/gJs6,2024-07-12T04:03:16.813,1,Common,479,"<strong>Bounty</strong> — Exhaust a unit. <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Cunning,Unit,Wookiee,2,3,3,Ground,0.42,0.85,10.0,0.71,,Foil
556712,Fugitive Wookiee (Hyperspace),Fugitive Wookiee Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556712_200w.jpg,79,23488,https://cpt.tcgcsv.com/gJs6,2024-07-12T04:03:16.813,1,Common,479,"<strong>Bounty</strong> — Exhaust a unit. <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Cunning,Unit,Wookiee,2,3,3,Ground,0.1,0.29,3.2,0.25,,Normal
556713,Privateer Scyk (Hyperspace),Privateer Scyk Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556713_200w.jpg,79,23488,https://cpt.tcgcsv.com/hJs6,2024-07-12T04:03:16.813,1,Common,480,"While you control another [Cunning] unit, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning,Unit,Fringe;Vehicle;Fighter,2,2,2,Space,0.19,0.47,11.5,0.43,,Normal
556713,Privateer Scyk (Hyperspace),Privateer Scyk Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556713_200w.jpg,79,23488,https://cpt.tcgcsv.com/hJs6,2024-07-12T04:03:16.813,1,Common,480,"While you control another [Cunning] unit, this unit gains <strong>Shielded</strong>. <em>(When you play this unit, give a Shield token to it.)</em>",Cunning,Unit,Fringe;Vehicle;Fighter,2,2,2,Space,0.4,0.9,2.0,0.88,,Foil
556714,DJ - Blatant Thief (Hyperspace),DJ Blatant Thief Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556714_200w.jpg,79,23488,https://cpt.tcgcsv.com/jJs6,2024-07-12T04:03:16.813,1,Legendary,481,"<strong>Smuggle</strong> <strong>[7 [Cunning] [Cunning]]</strong>
<strong>When you play this unit using </strong><strong>Smuggle</strong><strong>:</strong> Take control of an enemy resource. When this unit leaves play, that resource’s owner takes control of it.",Cunning,Unit,Underworld,3,3,5,Ground,25.99,29.48,99.99,22.86,,Normal
556714,DJ - Blatant Thief (Hyperspace),DJ Blatant Thief Hyperspace,https://tcgplayer-cdn.tcgplayer.com/product/556714_200w.jpg,79,23488,https://cpt.tcgcsv.com/jJs6,2024-07-12T04:03:16.813,1,Legendary,481,"<strong>Smuggle</strong> <strong>[7 [Cunning] [Cunning]]</strong>
<strong>When you play this unit using </strong><strong>Smuggle</strong><strong>:</strong> Take control of an enemy resource. When this unit leaves play, that resource’s owner takes control of it.",Cunning,Unit,Underworld,3,3,5,Ground,38.61,44.99,199.99,37.17,,Foil
